transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,location,device_type,upi_channel,anomaly_type,risk_flag
TXN009124,2026-01-22 15:46:14,USER0567,REC0145,236.65,Groceries,Pune,Android,QR,none,0
TXN003372,2026-01-22 15:47:58,USER0462,REC0078,97.0,Travel,Hyderabad,iOS,App,none,0
TXN002967,2026-01-22 15:52:47,USER0731,REC0094,266.68,Groceries,Mumbai,Android,App,none,0
TXN000510,2026-01-22 16:09:00,USER0900,REC0116,306.09,Entertainment,Chennai,Android,QR,none,0
TXN000327,2026-01-22 16:10:01,USER0272,REC0417,1110.75,Utilities & Bills,Mumbai,Android,Collect Request,none,0
TXN003745,2026-01-22 16:12:46,USER0329,REC0059,208.38,Food & Dining,Kolkata,iOS,App,none,0
TXN007330,2026-01-22 16:21:02,USER0677,REC0332,38.45,Shopping,Kolkata,Android,App,none,0
TXN003084,2026-01-22 16:29:18,USER0695,REC0118,626.59,Food & Dining,Mumbai,Android,QR,none,0
TXN000593,2026-01-22 16:31:31,USER0837,REC0412,81.62,Groceries,Delhi,Android,App,none,0
TXN001709,2026-01-22 16:35:57,USER0124,REC0107,213.11,Travel,Chennai,iOS,App,none,0
TXN005273,2026-01-22 16:38:38,USER0410,REC0034,344.24,Food & Dining,Pune,iOS,QR,none,0
TXN003110,2026-01-22 16:50:09,USER0842,REC0267,1008.29,Food & Dining,Kolkata,Android,App,none,0
TXN006785,2026-01-22 17:01:45,USER0969,REC0403,359.57,Travel,Pune,iOS,App,none,0
TXN007865,2026-01-22 17:07:15,USER0006,REC0494,128.26,Food & Dining,Pune,iOS,App,none,0
TXN006463,2026-01-22 17:09:37,USER0266,REC0141,42.61,Food & Dining,Hyderabad,iOS,App,none,0
TXN001817,2026-01-22 17:12:41,USER0138,REC0221,123.72,Shopping,Chennai,Android,App,none,0
TXN009906,2026-01-22 17:29:24,USER0170,REC0094,168.89,Groceries,Chennai,Android,QR,none,0
TXN008956,2026-01-22 17:30:44,USER0390,REC0429,124.23,Groceries,Mumbai,Android,App,none,0
TXN009397,2026-01-22 17:34:54,USER0890,REC0382,539.82,Food & Dining,Pune,Android,App,none,0
TXN007415,2026-01-22 17:43:50,USER0275,REC0301,150.84,Food & Dining,Chennai,iOS,Collect Request,none,0
TXN007295,2026-01-22 17:49:36,USER0921,REC0078,560.51,Food & Dining,Delhi,Android,App,none,0
TXN005387,2026-01-22 17:51:26,USER0514,REC0485,45.43,Food & Dining,Kolkata,iOS,QR,none,0
TXN004834,2026-01-22 18:06:52,USER0710,REC0142,8334.67,Food & Dining,Kolkata,iOS,Collect Request,collect_scam,1
TXN001291,2026-01-22 18:08:16,USER0897,REC0364,851.27,Entertainment,Pune,Android,App,none,0
TXN000097,2026-01-22 18:15:43,USER0678,REC0047,85.93,Groceries,Bengaluru,Android,App,none,0
TXN008911,2026-01-22 18:26:01,USER0555,REC0415,72.27,Groceries,Kolkata,Android,App,none,0
TXN005834,2026-01-22 18:30:54,USER0644,REC0471,241.02,Entertainment,Bengaluru,Android,App,none,0
TXN003255,2026-01-22 18:42:57,USER0115,REC0331,556.68,Food & Dining,Chennai,Android,QR,none,0
TXN008968,2026-01-22 18:51:18,USER0907,REC0133,1227.54,Food & Dining,Chennai,Android,QR,none,0
TXN009634,2026-01-22 19:17:28,USER0887,REC0136,69.12,Groceries,Bengaluru,Android,QR,none,0
TXN007389,2026-01-22 19:30:57,USER0025,REC0246,204.41,Shopping,Delhi,Android,App,none,0
TXN008847,2026-01-22 19:33:29,USER0317,REC0052,303.26,Food & Dining,Chennai,Android,App,none,0
TXN008094,2026-01-22 19:34:58,USER0169,REC0426,370.19,Shopping,Chennai,Android,App,none,0
TXN007383,2026-01-22 19:38:26,USER0034,REC0387,56.13,Food & Dining,Delhi,Android,App,none,0
TXN002667,2026-01-22 19:45:43,USER0843,REC0172,631.97,Travel,Hyderabad,Android,QR,none,0
TXN003435,2026-01-22 19:55:13,USER0837,REC0419,1867.46,Groceries,Kolkata,Android,App,none,0
TXN007698,2026-01-22 19:57:26,USER0940,REC0195,674.1,Groceries,Hyderabad,Android,Collect Request,none,0
TXN009928,2026-01-22 19:57:30,USER0430,REC0345,146.8,Food & Dining,Chennai,Android,QR,none,0
TXN009182,2026-01-22 20:02:29,USER0243,REC0477,353.55,Travel,Kolkata,iOS,App,none,0
TXN007099,2026-01-22 20:12:56,USER0103,REC0169,758.48,Food & Dining,Hyderabad,iOS,QR,none,0
TXN009105,2026-01-22 20:13:20,USER0160,REC0074,990.24,Utilities & Bills,Bengaluru,Android,App,none,0
TXN001308,2026-01-22 20:19:38,USER0368,REC0472,84.83,Groceries,Bengaluru,Android,App,none,0
TXN005972,2026-01-22 20:19:53,USER0290,REC0002,208.45,Food & Dining,Hyderabad,Android,Collect Request,none,0
TXN001386,2026-01-22 20:26:17,USER0520,REC0301,618.24,Groceries,Chennai,Android,App,none,0
TXN006040,2026-01-22 20:32:16,USER0990,REC0300,281.91,Shopping,Pune,Android,QR,none,0
TXN005305,2026-01-22 20:33:15,USER0977,REC0088,402.27,Groceries,Mumbai,Android,App,none,0
TXN001251,2026-01-22 20:38:35,USER0784,REC0157,73.18,Groceries,Mumbai,iOS,QR,none,0
TXN002253,2026-01-22 20:52:21,USER0206,REC0248,245.21,Utilities & Bills,Pune,iOS,App,none,0
TXN006668,2026-01-22 20:58:31,USER0236,REC0016,24.05,Travel,Chennai,Android,App,none,0
TXN002293,2026-01-22 20:59:46,USER0391,REC0053,510.97,Food & Dining,Pune,Android,App,none,0
TXN008940,2026-01-22 21:18:41,USER0949,REC0469,209.23,Utilities & Bills,Bengaluru,Android,App,none,0
TXN005103,2026-01-22 21:27:30,USER0180,REC0442,184.24,Food & Dining,Pune,Android,App,none,0
TXN000189,2026-01-22 21:33:00,USER0168,REC0361,311.93,Groceries,Pune,Android,App,none,0
TXN003628,2026-01-22 21:34:38,USER0888,REC0160,104.42,Food & Dining,Bengaluru,iOS,App,none,0
TXN005260,2026-01-22 21:47:11,USER0999,REC0006,123.99,Shopping,Kolkata,Android,App,none,0
TXN007807,2026-01-22 21:58:05,USER0600,REC0322,50.07,Shopping,Kolkata,iOS,App,none,0
TXN001288,2026-01-22 22:00:32,USER0205,REC0334,1102.08,Travel,Hyderabad,Android,App,none,0
TXN004964,2026-01-22 22:04:23,USER0922,REC0122,166.85,Food & Dining,Kolkata,Android,QR,none,0
TXN003210,2026-01-22 22:37:26,USER0778,REC0396,21.91,Food & Dining,Delhi,Android,App,none,0
TXN004240,2026-01-22 22:46:33,USER0443,REC0263,154.77,Food & Dining,Bengaluru,Android,App,none,0
TXN006415,2026-01-22 22:58:03,USER0882,REC0413,398.34,Travel,Mumbai,Android,QR,none,0
TXN008423,2026-01-22 23:05:16,USER0516,REC0231,453.45,Groceries,Mumbai,Android,QR,none,0
TXN003094,2026-01-22 23:18:56,USER0525,REC0122,179.68,Shopping,Chennai,Android,App,none,0
TXN009868,2026-01-23 00:08:51,USER0068,REC0030,67.26,Groceries,Mumbai,Android,App,none,0
TXN001013,2026-01-23 00:25:41,USER0826,REC0149,230.63,Groceries,Chennai,Android,QR,none,0
TXN003431,2026-01-23 00:31:31,USER0760,REC0252,677.74,Food & Dining,Bengaluru,iOS,App,none,0
TXN008031,2026-01-23 00:45:03,USER0762,REC0379,442.37,Utilities & Bills,Bengaluru,Android,App,none,0
TXN002100,2026-01-23 00:46:11,USER0853,REC0213,67.34,Food & Dining,Pune,Android,App,none,0
TXN007528,2026-01-23 01:18:16,USER0844,REC0255,833.23,Food & Dining,Kolkata,iOS,App,none,0
TXN005127,2026-01-23 01:31:32,USER0137,REC0349,607.57,Groceries,Mumbai,Android,App,none,0
TXN007474,2026-01-23 05:13:56,USER0305,REC0048,257.1,Shopping,Bengaluru,iOS,App,none,0
TXN004079,2026-01-23 05:46:39,USER0980,REC0147,86.87,Shopping,Chennai,Android,App,none,0
TXN007298,2026-01-23 06:08:10,USER0118,REC0248,655.28,Food & Dining,Kolkata,Android,App,none,0
TXN003718,2026-01-23 07:01:24,USER0791,REC0081,464.96,Groceries,Pune,Android,App,none,0
TXN003595,2026-01-23 07:15:40,USER0070,REC0101,31.33,Food & Dining,Pune,iOS,QR,none,0
TXN003333,2026-01-23 07:27:41,USER0823,REC0331,45051.13,Travel,Bengaluru,Android,App,high_value,1
TXN007216,2026-01-23 07:42:17,USER0932,REC0221,284.84,Food & Dining,Delhi,Android,App,none,0
TXN000119,2026-01-23 07:54:38,USER0825,REC0306,319.34,Shopping,Delhi,Android,QR,none,0
TXN004007,2026-01-23 08:04:21,USER0007,REC0173,125.67,Shopping,Hyderabad,Android,Collect Request,velocity_burst,1
TXN000085,2026-01-23 08:08:21,USER0007,REC0318,38.48,Groceries,Mumbai,Android,QR,velocity_burst,1
TXN000911,2026-01-23 08:09:21,USER0007,REC0018,216.81,Groceries,Chennai,iOS,QR,velocity_burst,1
TXN001563,2026-01-23 08:14:10,USER0883,REC0285,176.93,Utilities & Bills,Mumbai,Android,QR,none,0
TXN008034,2026-01-23 08:37:48,USER0213,REC0193,761.99,Food & Dining,Delhi,iOS,QR,none,0
TXN003306,2026-01-23 08:48:10,USER0479,REC0241,85.03,Entertainment,Bengaluru,iOS,QR,none,0
TXN009384,2026-01-23 08:55:14,USER0322,REC0316,259.88,Travel,Pune,Android,App,none,0
TXN006006,2026-01-23 08:59:15,USER0070,REC0156,175.25,Shopping,Kolkata,iOS,App,none,0
TXN001811,2026-01-23 09:28:24,USER0805,REC0026,688.15,Shopping,Delhi,Android,App,none,0
TXN001515,2026-01-23 09:30:16,USER0634,REC0093,190.69,Groceries,Pune,Android,QR,none,0
TXN008051,2026-01-23 09:34:53,USER0339,REC0075,371.14,Travel,Hyderabad,Android,App,none,0
TXN007853,2026-01-23 09:41:28,USER0141,REC0500,150.73,Travel,Chennai,Android,App,none,0
TXN003482,2026-01-23 09:43:25,USER0184,REC0160,275.21,Travel,Hyderabad,iOS,QR,none,0
TXN000568,2026-01-23 09:48:03,USER0701,REC0008,1513.1,Food & Dining,Mumbai,Android,QR,none,0
TXN001818,2026-01-23 10:22:14,USER0940,REC0069,54.23,Travel,Bengaluru,Android,App,none,0
TXN003703,2026-01-23 10:37:47,USER0515,REC0429,330.38,Utilities & Bills,Pune,Android,App,none,0
TXN005328,2026-01-23 10:44:26,USER0365,REC0152,160.37,Travel,Bengaluru,Android,App,none,0
TXN005612,2026-01-23 10:59:20,USER0846,REC0295,172.96,Food & Dining,Bengaluru,Android,App,none,0
TXN007331,2026-01-23 11:00:39,USER0852,REC0264,34.13,Groceries,Delhi,Android,App,none,0
TXN004452,2026-01-23 11:17:16,USER0513,REC0457,182.44,Food & Dining,Bengaluru,Android,QR,none,0
TXN001454,2026-01-23 11:19:24,USER0305,REC0159,363.83,Shopping,Mumbai,Android,App,none,0
TXN000696,2026-01-23 11:25:58,USER0750,REC0238,617.2,Groceries,Mumbai,Android,App,none,0
TXN005424,2026-01-23 11:28:58,USER0932,REC0273,195.82,Travel,Pune,iOS,App,none,0
TXN005378,2026-01-23 11:48:09,USER0959,REC0260,262.1,Shopping,Delhi,iOS,App,none,0
TXN001562,2026-01-23 12:01:40,USER0275,REC0238,837.78,Food & Dining,Kolkata,Android,App,none,0
TXN005655,2026-01-23 12:05:04,USER0067,REC0411,791.99,Food & Dining,Bengaluru,Android,QR,none,0
TXN001904,2026-01-23 12:10:54,USER0774,REC0393,418.09,Food & Dining,Chennai,iOS,QR,none,0
TXN001892,2026-01-23 12:12:32,USER0754,REC0049,32430.01,Food & Dining,Bengaluru,iOS,App,high_value,1
TXN006066,2026-01-23 12:13:07,USER0509,REC0391,183.95,Food & Dining,Chennai,iOS,App,none,0
TXN005835,2026-01-23 12:14:14,USER0459,REC0171,39.36,Shopping,Mumbai,Android,App,none,0
TXN003793,2026-01-23 12:23:04,USER0914,REC0058,110.2,Groceries,Hyderabad,Android,App,none,0
TXN009040,2026-01-23 12:26:51,USER0928,REC0221,220.88,Groceries,Kolkata,iOS,QR,none,0
TXN006385,2026-01-23 12:30:07,USER0478,REC0134,84.67,Food & Dining,Chennai,Android,App,none,0
TXN000483,2026-01-23 12:50:42,USER0649,REC0278,24.56,Utilities & Bills,Chennai,Android,Collect Request,none,0
TXN002237,2026-01-23 12:50:55,USER0744,REC0423,134.08,Food & Dining,Pune,Android,App,none,0
TXN006126,2026-01-23 12:51:51,USER0492,REC0276,311.43,Groceries,Pune,Android,App,none,0
TXN001852,2026-01-23 12:51:54,USER0574,REC0043,721.86,Groceries,Mumbai,Android,QR,none,0
TXN001660,2026-01-23 13:06:55,USER0240,REC0032,230.34,Utilities & Bills,Chennai,Android,QR,none,0
TXN000508,2026-01-23 13:14:10,USER0838,REC0061,71.03,Groceries,Hyderabad,Android,QR,none,0
TXN001413,2026-01-23 13:23:21,USER0050,REC0192,137.22,Food & Dining,Chennai,iOS,App,none,0
TXN009096,2026-01-23 13:30:17,USER0578,REC0186,581.06,Utilities & Bills,Hyderabad,Android,QR,none,0
TXN006100,2026-01-23 13:30:22,USER0005,REC0269,102.91,Food & Dining,Hyderabad,Android,App,none,0
TXN003386,2026-01-23 13:34:48,USER0533,REC0463,405.26,Groceries,Bengaluru,Android,App,none,0
TXN008603,2026-01-23 13:35:08,USER0572,REC0019,927.09,Food & Dining,Bengaluru,Android,QR,none,0
TXN004812,2026-01-23 13:36:45,USER0063,REC0247,33.67,Travel,Delhi,Android,App,none,0
TXN000617,2026-01-23 13:39:39,USER0274,REC0005,1316.07,Utilities & Bills,Delhi,Android,QR,none,0
TXN004048,2026-01-23 13:47:57,USER0562,REC0068,625.42,Utilities & Bills,Mumbai,Android,App,none,0
TXN002687,2026-01-23 14:06:19,USER0262,REC0358,134.18,Utilities & Bills,Chennai,Android,QR,none,0
TXN006255,2026-01-23 14:13:56,USER0093,REC0110,591.61,Travel,Bengaluru,Android,App,none,0
TXN001942,2026-01-23 14:17:56,USER0398,REC0007,1173.16,Food & Dining,Pune,Android,App,none,0
TXN005878,2026-01-23 14:23:41,USER0084,REC0332,239.72,Entertainment,Chennai,Android,QR,none,0
TXN008851,2026-01-23 14:23:54,USER0136,REC0081,1280.52,Utilities & Bills,Kolkata,Android,QR,none,0
TXN008332,2026-01-23 14:29:09,USER0975,REC0462,55.24,Groceries,Hyderabad,Android,QR,none,0
TXN007215,2026-01-23 14:32:12,USER0838,REC0124,221.03,Utilities & Bills,Bengaluru,Android,QR,none,0
TXN005451,2026-01-23 14:32:33,USER0514,REC0033,445.06,Groceries,Pune,Android,App,none,0
TXN006224,2026-01-23 14:56:21,USER0898,REC0245,167.57,Food & Dining,Delhi,iOS,App,none,0
TXN005426,2026-01-23 14:58:04,USER0861,REC0305,88.66,Travel,Mumbai,Android,QR,none,0
TXN009503,2026-01-23 14:59:46,USER0437,REC0158,55.26,Food & Dining,Kolkata,iOS,QR,none,0
TXN007243,2026-01-23 15:31:04,USER0751,REC0069,326.19,Groceries,Hyderabad,Android,App,none,0
TXN009744,2026-01-23 15:34:40,USER0892,REC0495,223.39,Food & Dining,Bengaluru,iOS,QR,none,0
TXN004488,2026-01-23 15:39:13,USER0211,REC0371,852.28,Utilities & Bills,Mumbai,Android,App,none,0
TXN008292,2026-01-23 15:52:41,USER0204,REC0277,788.69,Food & Dining,Pune,Android,QR,none,0
TXN005445,2026-01-23 15:56:15,USER0263,REC0131,192.03,Groceries,Pune,Android,App,none,0
TXN000857,2026-01-23 16:02:03,USER0347,REC0328,772.45,Food & Dining,Pune,Android,App,none,0
TXN007327,2026-01-23 16:03:46,USER0496,REC0319,198.15,Travel,Delhi,Android,App,none,0
TXN008787,2026-01-23 16:11:55,USER0362,REC0500,339.05,Food & Dining,Hyderabad,Android,App,none,0
TXN005853,2026-01-23 16:13:30,USER0175,REC0371,229.9,Shopping,Kolkata,Android,App,none,0
TXN000925,2026-01-23 16:45:32,USER0407,REC0025,50.12,Travel,Bengaluru,iOS,Collect Request,none,0
TXN005941,2026-01-23 17:12:17,USER0071,REC0384,86.21,Food & Dining,Delhi,Android,App,none,0
TXN000831,2026-01-23 17:15:56,USER0454,REC0133,1522.1,Entertainment,Mumbai,iOS,QR,none,0
TXN005918,2026-01-23 17:46:21,USER0881,REC0457,397.64,Shopping,Chennai,Android,QR,none,0
TXN003061,2026-01-23 17:48:02,USER0924,REC0161,106.2,Utilities & Bills,Pune,Android,App,none,0
TXN003391,2026-01-23 17:49:26,USER0416,REC0190,274.8,Shopping,Bengaluru,Android,Collect Request,none,0
TXN009110,2026-01-23 18:12:58,USER0567,REC0175,1023.44,Entertainment,Bengaluru,Android,QR,none,0
TXN005059,2026-01-23 18:14:37,USER0309,REC0006,1065.28,Travel,Pune,Android,App,none,0
TXN006433,2026-01-23 18:16:13,USER0327,REC0353,71.6,Food & Dining,Mumbai,Android,QR,none,0
TXN005277,2026-01-23 18:21:08,USER0609,REC0172,677.75,Food & Dining,Bengaluru,Android,QR,none,0
TXN006816,2026-01-23 18:27:23,USER0021,REC0384,113.04,Travel,Mumbai,Android,App,none,0
TXN001307,2026-01-23 18:49:45,USER0331,REC0147,59.89,Groceries,Kolkata,Android,App,none,0
TXN003878,2026-01-23 18:51:00,USER0725,REC0428,566.17,Groceries,Chennai,Android,App,none,0
TXN003278,2026-01-23 19:08:53,USER0352,REC0230,387.59,Groceries,Hyderabad,Android,QR,none,0
TXN009455,2026-01-23 19:21:36,USER0849,REC0098,119.69,Groceries,Kolkata,Android,QR,none,0
TXN003222,2026-01-23 19:22:02,USER0476,REC0326,419.31,Food & Dining,Kolkata,iOS,QR,none,0
TXN007494,2026-01-23 19:24:19,USER0547,REC0383,15941.15,Food & Dining,Pune,Android,Collect Request,high_value,1
TXN003570,2026-01-23 19:31:48,USER0433,REC0039,436.93,Food & Dining,Pune,Android,QR,none,0
TXN009969,2026-01-23 19:34:48,USER0846,REC0134,1143.7,Groceries,Pune,Android,QR,none,0
TXN001906,2026-01-23 19:34:57,USER0366,REC0299,80.67,Utilities & Bills,Bengaluru,Android,App,none,0
TXN006868,2026-01-23 19:35:32,USER0834,REC0258,319.44,Food & Dining,Chennai,Android,Collect Request,none,0
TXN006789,2026-01-23 19:46:27,USER0848,REC0048,508.39,Shopping,Delhi,Android,App,none,0
TXN007780,2026-01-23 19:47:09,USER0371,REC0085,437.21,Food & Dining,Chennai,iOS,App,none,0
TXN009817,2026-01-23 19:54:31,USER0907,REC0468,68.02,Food & Dining,Hyderabad,Android,App,none,0
TXN009885,2026-01-23 19:58:46,USER0555,REC0110,185.43,Food & Dining,Mumbai,Android,QR,none,0
TXN002751,2026-01-23 20:07:28,USER0795,REC0130,688.53,Food & Dining,Mumbai,iOS,App,none,0
TXN007456,2026-01-23 20:13:03,USER0505,REC0488,284.33,Groceries,Delhi,iOS,QR,none,0
TXN005088,2026-01-23 20:20:16,USER0917,REC0173,133.0,Utilities & Bills,Pune,Android,QR,none,0
TXN006035,2026-01-23 20:23:40,USER0083,REC0173,97.09,Entertainment,Chennai,Android,QR,none,0
TXN005688,2026-01-23 20:31:41,USER0629,REC0186,200.76,Shopping,Bengaluru,Android,App,none,0
TXN005748,2026-01-23 20:36:48,USER0016,REC0296,319.23,Food & Dining,Chennai,Android,QR,none,0
TXN008347,2026-01-23 20:41:23,USER0421,REC0010,1012.49,Groceries,Delhi,Android,App,none,0
TXN006165,2026-01-23 20:45:46,USER0405,REC0047,511.24,Food & Dining,Delhi,iOS,QR,none,0
TXN003863,2026-01-23 20:49:23,USER0078,REC0444,24051.9,Groceries,Hyderabad,iOS,QR,high_value,1
TXN000919,2026-01-23 20:52:33,USER0365,REC0053,162.02,Travel,Kolkata,Android,App,none,0
TXN009424,2026-01-23 21:00:56,USER0940,REC0249,32.29,Travel,Pune,Android,App,none,0
TXN008302,2026-01-23 21:21:20,USER0985,REC0153,352.47,Shopping,Mumbai,Android,App,none,0
TXN004748,2026-01-23 21:29:16,USER0126,REC0215,130.1,Food & Dining,Mumbai,Android,QR,none,0
TXN007027,2026-01-23 21:32:32,USER0278,REC0093,306.14,Utilities & Bills,Bengaluru,iOS,App,none,0
TXN009979,2026-01-23 21:34:16,USER0265,REC0473,152.87,Groceries,Delhi,Android,QR,none,0
TXN005027,2026-01-23 21:37:43,USER0133,REC0324,194.21,Groceries,Bengaluru,Android,App,none,0
TXN005117,2026-01-23 21:41:50,USER0096,REC0068,270.22,Food & Dining,Hyderabad,Android,App,none,0
TXN005945,2026-01-23 21:45:50,USER0261,REC0443,597.17,Groceries,Hyderabad,Android,QR,none,0
TXN004499,2026-01-23 22:02:28,USER0889,REC0060,25.69,Groceries,Mumbai,iOS,QR,none,0
TXN000989,2026-01-23 22:09:50,USER0418,REC0315,1456.92,Groceries,Pune,Android,App,none,0
TXN005637,2026-01-23 22:52:42,USER0033,REC0256,101.75,Groceries,Chennai,Android,App,none,0
TXN002126,2026-01-23 23:35:29,USER0942,REC0032,194.14,Groceries,Mumbai,Android,App,none,0
TXN002399,2026-01-23 23:35:59,USER0900,REC0004,209.28,Food & Dining,Pune,Android,App,none,0
TXN007219,2026-01-23 23:38:56,USER0586,REC0329,608.35,Food & Dining,Mumbai,iOS,App,none,0
TXN008830,2026-01-24 00:15:47,USER0764,REC0248,161.01,Food & Dining,Mumbai,Android,QR,none,0
TXN008673,2026-01-24 03:40:03,USER0229,REC0307,30099.11,Food & Dining,Hyderabad,Android,App,odd_hour,1
TXN000206,2026-01-24 03:44:18,USER0293,REC0228,1363.57,Groceries,Kolkata,Android,QR,none,0
TXN004794,2026-01-24 06:00:43,USER0043,REC0319,93.47,Travel,Chennai,Android,App,none,0
TXN003720,2026-01-24 06:48:57,USER0894,REC0457,873.2,Utilities & Bills,Delhi,Android,QR,none,0
TXN005153,2026-01-24 06:49:20,USER0920,REC0090,831.14,Food & Dining,Hyderabad,Android,QR,none,0
TXN005558,2026-01-24 07:04:10,USER0231,REC0261,211.21,Shopping,Hyderabad,Android,App,none,0
TXN003974,2026-01-24 07:06:01,USER0566,REC0482,32381.12,Food & Dining,Pune,Android,App,high_value,1
TXN003216,2026-01-24 07:16:56,USER0452,REC0252,18755.59,Travel,Pune,Android,Collect Request,collect_scam,1
TXN000346,2026-01-24 07:22:39,USER0981,REC0391,246.6,Food & Dining,Mumbai,Android,QR,none,0
TXN002608,2026-01-24 07:24:57,USER0764,REC0185,636.02,Food & Dining,Bengaluru,Android,App,none,0
TXN001425,2026-01-24 07:39:00,USER0179,REC0172,225.54,Food & Dining,Mumbai,Android,App,none,0
TXN000209,2026-01-24 07:41:17,USER0837,REC0206,39.75,Utilities & Bills,Chennai,Android,App,none,0
TXN002079,2026-01-24 08:01:41,USER0866,REC0296,1663.68,Travel,Chennai,Android,App,none,0
TXN007156,2026-01-24 08:05:05,USER0905,REC0459,313.6,Utilities & Bills,Bengaluru,Android,App,none,0
TXN004235,2026-01-24 08:11:36,USER0008,REC0308,235.13,Food & Dining,Bengaluru,iOS,App,none,0
TXN006606,2026-01-24 08:12:15,USER0263,REC0216,413.32,Travel,Hyderabad,iOS,QR,none,0
TXN007872,2026-01-24 08:40:29,USER0627,REC0292,496.39,Utilities & Bills,Delhi,Android,QR,none,0
TXN002421,2026-01-24 08:42:50,USER0513,REC0046,46.37,Groceries,Delhi,Android,QR,none,0
TXN004378,2026-01-24 09:06:13,USER0657,REC0053,149.3,Food & Dining,Bengaluru,Android,App,none,0
TXN007189,2026-01-24 09:28:18,USER0683,REC0202,884.0,Food & Dining,Mumbai,Android,Collect Request,none,0
TXN006198,2026-01-24 09:46:36,USER0724,REC0465,218.11,Travel,Delhi,iOS,App,none,0
TXN004734,2026-01-24 09:54:25,USER0845,REC0043,1067.91,Utilities & Bills,Chennai,Android,App,none,0
TXN004427,2026-01-24 09:58:07,USER0250,REC0096,533.02,Groceries,Delhi,Android,App,none,0
TXN009425,2026-01-24 10:10:02,USER0261,REC0129,209.95,Shopping,Mumbai,Android,QR,none,0
TXN009456,2026-01-24 10:19:51,USER0493,REC0034,667.07,Groceries,Chennai,Android,App,none,0
TXN001701,2026-01-24 10:41:25,USER0568,REC0268,566.42,Groceries,Bengaluru,Android,App,none,0
TXN003200,2026-01-24 10:42:53,USER0848,REC0431,1414.06,Shopping,Delhi,Android,QR,none,0
TXN004344,2026-01-24 10:43:36,USER0715,REC0426,860.59,Shopping,Chennai,Android,App,none,0
TXN003319,2026-01-24 11:16:36,USER0805,REC0038,60.26,Shopping,Hyderabad,Android,App,none,0
TXN006364,2026-01-24 11:18:13,USER0549,REC0279,204.01,Travel,Chennai,Android,App,none,0
TXN000933,2026-01-24 11:35:34,USER0578,REC0374,1156.16,Shopping,Kolkata,iOS,QR,none,0
TXN007619,2026-01-24 11:55:47,USER0980,REC0203,124.29,Groceries,Hyderabad,Android,App,none,0
TXN003566,2026-01-24 12:00:31,USER0636,REC0321,729.13,Shopping,Hyderabad,Android,App,none,0
TXN002188,2026-01-24 12:01:43,USER0933,REC0344,49.25,Food & Dining,Delhi,Android,App,none,0
TXN001502,2026-01-24 12:03:31,USER0584,REC0445,415.05,Utilities & Bills,Delhi,Android,App,none,0
TXN004124,2026-01-24 12:08:17,USER0343,REC0310,118.52,Groceries,Kolkata,Android,QR,none,0
TXN008439,2026-01-24 12:18:57,USER0862,REC0268,366.86,Food & Dining,Pune,Android,App,none,0
TXN005930,2026-01-24 12:25:21,USER0252,REC0405,593.52,Food & Dining,Chennai,iOS,App,none,0
TXN006897,2026-01-24 12:25:47,USER0092,REC0230,167.03,Shopping,Bengaluru,Android,QR,none,0
TXN001179,2026-01-24 12:40:42,USER0913,REC0005,273.19,Food & Dining,Kolkata,Android,QR,none,0
TXN009409,2026-01-24 12:48:50,USER0174,REC0186,576.67,Groceries,Pune,Android,QR,none,0
TXN002895,2026-01-24 13:04:06,USER0713,REC0081,243.8,Utilities & Bills,Hyderabad,Android,QR,none,0
TXN008022,2026-01-24 13:05:58,USER0145,REC0229,456.19,Food & Dining,Pune,Android,QR,none,0
TXN003515,2026-01-24 13:10:49,USER0378,REC0348,486.79,Travel,Mumbai,Android,QR,none,0
TXN006021,2026-01-24 13:13:42,USER0234,REC0194,156.36,Groceries,Hyderabad,Android,QR,none,0
TXN003302,2026-01-24 13:17:47,USER0156,REC0302,82.09,Shopping,Hyderabad,Android,App,none,0
TXN001804,2026-01-24 13:19:30,USER0609,REC0420,150.57,Shopping,Kolkata,Android,App,none,0
TXN005116,2026-01-24 13:53:56,USER0653,REC0329,355.74,Shopping,Delhi,Android,QR,none,0
TXN000211,2026-01-24 14:06:01,USER0927,REC0235,799.9,Food & Dining,Hyderabad,Android,App,none,0
TXN008460,2026-01-24 14:06:42,USER0321,REC0182,169.83,Shopping,Delhi,iOS,QR,none,0
TXN004650,2026-01-24 14:16:37,USER0810,REC0464,361.76,Food & Dining,Chennai,iOS,QR,none,0
TXN004407,2026-01-24 14:32:24,USER0457,REC0202,195.64,Travel,Pune,Android,App,none,0
TXN005289,2026-01-24 14:42:43,USER0278,REC0209,1684.1,Shopping,Delhi,Android,App,none,0
TXN005477,2026-01-24 14:58:22,USER0164,REC0101,853.33,Food & Dining,Bengaluru,Android,App,none,0
TXN001459,2026-01-24 15:09:08,USER0262,REC0109,132.11,Shopping,Chennai,Android,App,none,0
TXN008096,2026-01-24 15:17:04,USER0859,REC0144,146.27,Food & Dining,Delhi,Android,App,none,0
TXN004741,2026-01-24 15:18:21,USER0861,REC0424,94.16,Groceries,Delhi,Android,QR,none,0
TXN002346,2026-01-24 15:24:09,USER0657,REC0101,431.82,Utilities & Bills,Hyderabad,Android,App,none,0
TXN003468,2026-01-24 15:29:06,USER0062,REC0250,155.59,Food & Dining,Hyderabad,Android,App,none,0
