transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,location,device_type,upi_channel,risk_flag,risk_scenario,iqr_amount_flag
TXN005851,2026-01-16 05:39:00,USER0080,REC0221,1706.07,Groceries,Bengaluru,iOS,App,0,normal,0
TXN000685,2026-01-16 05:53:00,USER0615,REC0384,1376.67,Transfer,Chennai,Android,App,0,normal,0
TXN003049,2026-01-16 06:04:00,USER0101,REC0259,1442.13,Transfer,Pune,iOS,Collect Request,0,normal,0
TXN003517,2026-01-16 06:21:00,USER0285,REC0139,346.95,Bills,Mumbai,Android,QR,0,normal,0
TXN006183,2026-01-16 06:30:00,USER0740,REC0226,666.35,Groceries,Hyderabad,iOS,App,0,normal,0
TXN008752,2026-01-16 06:32:00,USER0218,REC0217,1391.68,Travel,Pune,Android,App,0,normal,0
TXN003562,2026-01-16 06:34:00,USER0381,REC0023,171.09,Food,Hyderabad,iOS,QR,0,normal,0
TXN003180,2026-01-16 06:46:00,USER0514,REC0105,329.18,Bills,Pune,Android,QR,0,normal,0
TXN004283,2026-01-16 06:50:00,USER0337,REC0286,462.37,Groceries,Chennai,Android,App,0,normal,0
TXN005299,2026-01-16 06:57:00,USER0972,REC0500,316.67,Food,Pune,Android,App,0,normal,0
TXN006200,2026-01-16 07:04:00,USER0932,REC0191,947.11,Food,Hyderabad,iOS,App,0,normal,0
TXN004372,2026-01-16 07:09:00,USER0403,REC0196,540.85,Shopping,Hyderabad,Android,App,0,normal,0
TXN004682,2026-01-16 07:53:00,USER0547,REC0225,166.07,Food,Chennai,Android,App,0,normal,0
TXN002534,2026-01-16 07:56:00,USER0075,REC0281,141.19,Food,Delhi,Android,App,0,normal,0
TXN005418,2026-01-16 08:02:00,USER0374,REC0173,1464.51,Shopping,Pune,Android,Collect Request,0,normal,0
TXN000262,2026-01-16 08:28:00,USER0300,REC0440,1095.53,Transfer,Chennai,Android,App,0,normal,0
TXN005377,2026-01-16 08:53:00,USER0664,REC0067,950.21,Transfer,Hyderabad,Android,App,0,normal,0
TXN007364,2026-01-16 09:22:00,USER0609,REC0075,624.19,Groceries,Bengaluru,Android,QR,0,normal,0
TXN001433,2026-01-16 09:47:00,USER0515,REC0059,1282.89,Shopping,Delhi,iOS,App,0,normal,0
TXN000704,2026-01-16 09:59:00,USER0754,REC0247,186.64,Bills,Mumbai,Android,App,0,normal,0
TXN009277,2026-01-16 10:54:00,USER0635,REC0072,349.66,Food,Bengaluru,Android,App,0,normal,0
TXN008472,2026-01-16 11:14:00,USER0306,REC0223,42258.1,Groceries,Pune,Android,QR,1,unusually_high_amount,1
TXN002450,2026-01-16 11:26:00,USER0510,REC0049,327.24,Transfer,Delhi,Android,App,0,normal,0
TXN008279,2026-01-16 11:46:00,USER0943,REC0426,1490.24,Groceries,Delhi,Android,QR,0,normal,0
TXN002805,2026-01-16 11:50:00,USER0107,REC0379,504.73,Groceries,Chennai,iOS,QR,0,normal,0
TXN002103,2026-01-16 11:52:00,USER0151,REC0031,1531.95,Groceries,Delhi,Android,App,0,normal,0
TXN007036,2026-01-16 11:53:00,USER0163,REC0052,199.91,Shopping,Bengaluru,iOS,App,0,normal,0
TXN002051,2026-01-16 12:08:00,USER0106,REC0327,640.89,Groceries,Mumbai,Android,QR,0,normal,0
TXN008024,2026-01-16 12:18:00,USER0685,REC0225,374.93,Groceries,Mumbai,Android,QR,0,normal,0
TXN003257,2026-01-16 13:15:00,USER0371,REC0078,376.24,Groceries,Bengaluru,Android,App,0,normal,0
TXN005096,2026-01-16 13:31:00,USER0055,REC0100,220.87,Groceries,Chennai,Android,QR,0,normal,0
TXN001616,2026-01-16 13:33:00,USER0831,REC0147,1153.07,Groceries,Mumbai,Android,App,0,normal,0
TXN001032,2026-01-16 13:40:00,USER0982,REC0086,529.96,Travel,Hyderabad,Android,App,0,normal,0
TXN006284,2026-01-16 13:43:00,USER0260,REC0004,147.86,Groceries,Chennai,Android,App,0,normal,0
TXN006957,2026-01-16 13:46:00,USER0060,REC0260,351.3,Food,Delhi,Android,QR,0,normal,0
TXN000908,2026-01-16 13:57:00,USER0175,REC0099,500.16,Transfer,Bengaluru,Android,QR,0,normal,0
TXN006545,2026-01-16 14:18:00,USER0322,REC0328,798.43,Food,Chennai,Android,QR,0,normal,0
TXN003289,2026-01-16 15:18:00,USER0736,REC0069,273.76,Shopping,Delhi,iOS,QR,0,normal,0
TXN006368,2026-01-16 15:21:00,USER0034,REC0092,479.19,Groceries,Pune,Android,QR,0,normal,0
TXN006345,2026-01-16 15:43:00,USER0234,REC0145,139.94,Food,Chennai,Android,App,0,normal,0
TXN002931,2026-01-16 16:16:00,USER0408,REC0025,359.87,Groceries,Delhi,Android,App,0,normal,0
TXN006423,2026-01-16 16:18:00,USER0136,REC0402,712.6,Bills,Chennai,Android,QR,0,normal,0
TXN006719,2026-01-16 16:20:00,USER0025,REC0202,463.2,Food,Delhi,Android,QR,0,normal,0
TXN000411,2026-01-16 16:26:00,USER0641,REC0052,493.47,Groceries,Chennai,Android,App,0,normal,0
TXN005961,2026-01-16 16:41:00,USER0686,REC0267,1204.1,Food,Pune,Android,QR,0,normal,0
TXN003761,2026-01-16 16:42:00,USER0968,REC0232,263.84,Groceries,Chennai,Android,QR,0,normal,0
TXN008595,2026-01-16 16:57:00,USER0728,REC0086,285.73,Bills,Bengaluru,Android,App,0,normal,0
TXN004634,2026-01-16 17:00:00,USER0870,REC0422,448.75,Food,Chennai,Android,QR,0,normal,0
TXN005073,2026-01-16 17:06:00,USER0615,REC0118,892.17,Groceries,Pune,Android,App,0,normal,0
TXN000544,2026-01-16 17:13:00,USER0876,REC0426,1563.41,Groceries,Pune,Android,QR,0,normal,0
TXN003097,2026-01-16 17:19:00,USER0044,REC0200,514.63,Shopping,Delhi,Android,App,0,normal,0
TXN003950,2026-01-16 17:35:00,USER0562,REC0052,1066.64,Shopping,Hyderabad,Android,App,0,normal,0
TXN008148,2026-01-16 17:36:00,USER0677,REC0284,681.22,Food,Delhi,iOS,App,0,normal,0
TXN007845,2026-01-16 17:48:00,USER0276,REC0223,625.31,Travel,Delhi,Android,App,0,normal,0
TXN008930,2026-01-16 17:49:00,USER0976,REC0384,957.94,Bills,Chennai,Android,QR,0,normal,0
TXN005486,2026-01-16 17:57:00,USER0817,REC0103,2316.88,Food,Bengaluru,Android,QR,0,normal,1
TXN008398,2026-01-16 18:00:00,USER0294,REC0469,169.67,Shopping,Mumbai,Android,App,0,normal,0
TXN006049,2026-01-16 18:02:00,USER0440,REC0270,1454.08,Food,Mumbai,Android,QR,0,normal,0
TXN003052,2026-01-16 18:23:00,USER1000,REC0396,955.89,Groceries,Chennai,Android,Collect Request,0,normal,0
TXN000259,2026-01-16 18:23:00,USER0508,REC0142,247.97,Travel,Chennai,Android,QR,0,normal,0
TXN002370,2026-01-16 18:44:00,USER0199,REC0033,1826.13,Travel,Delhi,Android,App,0,normal,0
TXN003196,2026-01-16 18:59:00,USER0268,REC0239,559.67,Transfer,Pune,Android,QR,0,normal,0
TXN009278,2026-01-16 19:50:00,USER0611,REC0159,1840.77,Food,Delhi,Android,QR,0,normal,0
TXN006093,2026-01-16 19:59:00,USER0682,REC0227,856.76,Bills,Mumbai,Android,QR,0,normal,0
TXN000761,2026-01-16 20:09:00,USER0202,REC0229,122.54,Travel,Bengaluru,Android,QR,0,normal,0
TXN002478,2026-01-16 20:27:00,USER0839,REC0370,690.08,Food,Hyderabad,Android,QR,0,normal,0
TXN009669,2026-01-16 20:39:00,USER0025,REC0215,594.35,Shopping,Mumbai,Android,App,0,normal,0
TXN002368,2026-01-16 20:47:00,USER0661,REC0433,721.21,Transfer,Delhi,Android,QR,0,normal,0
TXN002248,2026-01-16 20:55:00,USER0342,REC0039,1253.37,Bills,Delhi,Android,App,0,normal,0
TXN003088,2026-01-16 20:55:00,USER0518,REC0424,769.75,Bills,Delhi,Android,App,0,normal,0
TXN008456,2026-01-16 21:08:00,USER0776,REC0163,304.46,Bills,Hyderabad,Android,App,0,normal,0
TXN007288,2026-01-16 21:09:00,USER0320,REC0075,888.34,Shopping,Pune,Android,Collect Request,0,normal,0
TXN002147,2026-01-16 21:09:00,USER0028,REC0209,281.37,Groceries,Pune,Android,App,0,normal,0
TXN003888,2026-01-16 21:36:00,USER0597,REC0123,922.51,Shopping,Bengaluru,Android,QR,0,normal,0
TXN000661,2026-01-16 21:42:00,USER0585,REC0380,1311.83,Transfer,Hyderabad,iOS,QR,0,normal,0
TXN000230,2026-01-16 21:49:00,USER0117,REC0006,346.29,Bills,Mumbai,Android,App,0,normal,0
TXN003787,2026-01-16 21:59:00,USER0758,REC0273,992.93,Shopping,Chennai,Android,App,0,normal,0
TXN005493,2026-01-16 22:09:00,USER0004,REC0348,218.54,Transfer,Mumbai,iOS,App,0,normal,0
TXN003792,2026-01-16 22:19:00,USER0124,REC0082,692.9,Transfer,Hyderabad,iOS,App,0,normal,0
TXN002032,2026-01-16 22:49:00,USER0059,REC0286,225.62,Food,Pune,Android,App,0,normal,0
TXN004773,2026-01-16 22:54:00,USER0418,REC0183,777.88,Groceries,Bengaluru,Android,QR,0,normal,0
TXN005303,2026-01-16 23:01:00,USER0843,REC0326,804.24,Bills,Mumbai,Android,QR,0,normal,0
TXN001405,2026-01-16 23:09:00,USER0834,REC0141,941.89,Transfer,Mumbai,Android,App,0,normal,0
TXN001174,2026-01-16 23:24:00,USER0569,REC0305,2179.15,Shopping,Hyderabad,iOS,App,0,normal,1
TXN007890,2026-01-17 00:04:00,USER0786,REC0030,1040.61,Groceries,Pune,iOS,QR,0,normal,0
TXN002275,2026-01-17 00:07:00,USER0654,REC0259,550.12,Bills,Hyderabad,Android,App,0,normal,0
TXN001883,2026-01-17 00:07:00,USER0628,REC0133,2337.8,Transfer,Delhi,Android,QR,0,normal,1
TXN004226,2026-01-17 00:17:00,USER0680,REC0368,2874.35,Transfer,Mumbai,iOS,App,0,normal,1
TXN006185,2026-01-17 00:27:00,USER0106,REC0455,873.6,Groceries,Pune,Android,App,0,normal,0
TXN007831,2026-01-17 00:39:00,USER0971,REC0250,616.24,Shopping,Bengaluru,Android,QR,0,normal,0
TXN008180,2026-01-17 00:46:00,USER0425,REC0095,2176.69,Food,Hyderabad,Android,App,0,normal,1
TXN008975,2026-01-17 00:52:00,USER0083,REC0198,453.99,Groceries,Mumbai,Android,QR,0,normal,0
TXN007608,2026-01-17 00:55:00,USER0213,REC0279,387.77,Bills,Bengaluru,Android,App,0,normal,0
TXN003879,2026-01-17 01:02:00,USER0875,REC0379,470.34,Groceries,Hyderabad,Android,QR,0,normal,0
TXN006723,2026-01-17 01:12:00,USER0702,REC0428,1146.55,Bills,Mumbai,Android,App,0,normal,0
TXN009259,2026-01-17 01:14:00,USER0446,REC0335,246.93,Groceries,Delhi,iOS,App,0,normal,0
TXN001702,2026-01-17 01:26:00,USER0995,REC0227,1248.65,Transfer,Pune,iOS,QR,0,normal,0
TXN003824,2026-01-17 01:47:00,USER0603,REC0426,205.64,Transfer,Hyderabad,Android,App,0,normal,0
TXN009621,2026-01-17 02:10:00,USER0789,REC0408,755.99,Groceries,Delhi,Android,QR,0,normal,0
TXN009654,2026-01-17 02:28:00,USER0910,REC0425,736.25,Shopping,Chennai,Android,Collect Request,0,normal,0
TXN005391,2026-01-17 02:54:00,USER0300,REC0035,462.68,Groceries,Delhi,Android,App,0,normal,0
TXN008105,2026-01-17 03:02:00,USER0021,REC0241,367.44,Shopping,Mumbai,Android,Collect Request,0,normal,0
TXN000392,2026-01-17 03:13:00,USER0975,REC0461,125.27,Food,Pune,Android,App,0,normal,0
TXN000251,2026-01-17 03:37:00,USER0584,REC0116,719.35,Transfer,Hyderabad,Android,QR,0,normal,0
TXN001663,2026-01-17 03:42:00,USER0884,REC0231,1143.98,Shopping,Mumbai,Android,App,1,late_night_payment,0
TXN001886,2026-01-17 03:42:00,USER0148,REC0238,516.58,Transfer,Delhi,Android,App,0,normal,0
TXN006863,2026-01-17 03:43:00,USER0210,REC0414,4368.13,Food,Pune,Android,App,0,normal,1
TXN002381,2026-01-17 03:52:00,USER0048,REC0006,535.83,Transfer,Pune,Android,App,0,normal,0
TXN006553,2026-01-17 03:54:00,USER0848,REC0305,398.71,Bills,Chennai,iOS,App,0,normal,0
TXN008615,2026-01-17 03:57:00,USER0563,REC0110,558.28,Bills,Mumbai,Android,QR,0,normal,0
TXN009806,2026-01-17 04:33:00,USER0713,REC0046,308.23,Shopping,Chennai,iOS,QR,0,normal,0
TXN007141,2026-01-17 04:35:00,USER0351,REC0057,353.3,Shopping,Delhi,Android,QR,0,normal,0
TXN008063,2026-01-17 04:57:00,USER0520,REC0175,268.2,Shopping,Chennai,iOS,QR,0,normal,0
TXN002483,2026-01-17 05:25:00,USER0023,REC0428,290.27,Transfer,Chennai,Android,App,0,normal,0
TXN008844,2026-01-17 05:28:00,USER0035,REC0284,764.94,Food,Pune,Android,App,0,normal,0
TXN008794,2026-01-17 05:32:00,USER0566,REC0329,390.17,Groceries,Delhi,iOS,QR,0,normal,0
TXN008000,2026-01-17 05:33:00,USER0643,REC0234,370.96,Shopping,Chennai,Android,QR,0,normal,0
TXN004391,2026-01-17 06:10:00,USER0307,REC0142,436.3,Bills,Delhi,iOS,Collect Request,0,normal,0
TXN000349,2026-01-17 06:18:00,USER0744,REC0121,2165.86,Food,Pune,Android,QR,0,normal,1
TXN004628,2026-01-17 06:19:00,USER0619,REC0242,535.9,Groceries,Pune,Android,QR,0,normal,0
TXN003668,2026-01-17 06:42:00,USER0974,REC0221,889.95,Food,Hyderabad,Android,App,0,normal,0
TXN008103,2026-01-17 06:42:00,USER0387,REC0190,250.57,Groceries,Chennai,iOS,App,0,normal,0
TXN001106,2026-01-17 06:48:00,USER0351,REC0465,1737.24,Groceries,Delhi,iOS,App,0,normal,0
TXN008140,2026-01-17 06:58:00,USER0348,REC0372,195.58,Groceries,Delhi,iOS,App,0,normal,0
TXN004168,2026-01-17 07:39:00,USER0209,REC0340,194.76,Bills,Pune,Android,QR,0,normal,0
TXN009592,2026-01-17 07:56:00,USER0609,REC0325,376.52,Shopping,Pune,Android,QR,0,normal,0
TXN000469,2026-01-17 07:58:00,USER0761,REC0442,1036.41,Groceries,Chennai,Android,App,0,normal,0
TXN002613,2026-01-17 07:58:00,USER0077,REC0244,441.72,Groceries,Hyderabad,Android,QR,0,normal,0
TXN000564,2026-01-17 08:02:00,USER0303,REC0423,159.05,Shopping,Delhi,Android,App,0,normal,0
TXN005474,2026-01-17 08:05:00,USER0739,REC0157,2059.48,Groceries,Chennai,Android,QR,0,normal,1
TXN003087,2026-01-17 08:26:00,USER0717,REC0357,1117.59,Food,Chennai,Android,App,0,normal,0
TXN008442,2026-01-17 08:32:00,USER0978,REC0214,789.8,Food,Pune,iOS,Collect Request,0,normal,0
TXN009196,2026-01-17 08:43:00,USER0346,REC0139,1274.07,Shopping,Delhi,Android,App,0,normal,0
TXN006136,2026-01-17 08:59:00,USER0413,REC0414,1213.67,Transfer,Hyderabad,Android,App,0,normal,0
TXN004929,2026-01-17 09:32:00,USER0574,REC0319,1718.78,Transfer,Hyderabad,Android,App,0,normal,0
TXN001639,2026-01-17 09:52:00,USER0315,REC0353,411.86,Groceries,Pune,Android,QR,0,normal,0
TXN001929,2026-01-17 10:12:00,USER0970,REC0399,450.79,Groceries,Hyderabad,iOS,QR,0,normal,0
TXN000023,2026-01-17 10:18:00,USER0613,REC0040,493.61,Shopping,Pune,iOS,App,0,normal,0
TXN002926,2026-01-17 10:52:00,USER0716,REC0327,1452.04,Food,Pune,Android,QR,0,normal,0
TXN008702,2026-01-17 11:04:00,USER0777,REC0003,296.85,Food,Pune,Android,App,0,normal,0
TXN000635,2026-01-17 11:05:00,USER0079,REC0068,228.0,Shopping,Bengaluru,Android,App,0,normal,0
TXN005329,2026-01-17 11:41:00,USER0475,REC0060,36097.49,Food,Mumbai,Android,QR,1,unusually_high_amount,1
TXN005940,2026-01-17 11:58:00,USER0043,REC0185,330.1,Groceries,Mumbai,iOS,QR,0,normal,0
TXN003935,2026-01-17 12:10:00,USER0853,REC0451,1015.49,Groceries,Delhi,Android,QR,0,normal,0
TXN008361,2026-01-17 12:20:00,USER0455,REC0041,512.45,Bills,Delhi,Android,QR,0,normal,0
TXN000912,2026-01-17 12:25:00,USER0531,REC0391,340.08,Shopping,Pune,Android,QR,0,normal,0
TXN003099,2026-01-17 12:28:00,USER0946,REC0129,605.69,Shopping,Hyderabad,Android,App,0,normal,0
TXN002385,2026-01-17 12:39:00,USER0879,REC0390,1120.65,Transfer,Pune,Android,Collect Request,0,normal,0
TXN006300,2026-01-17 12:59:00,USER0093,REC0125,630.0,Bills,Hyderabad,Android,QR,0,normal,0
TXN005618,2026-01-17 13:01:00,USER0946,REC0475,475.1,Travel,Mumbai,Android,App,0,normal,0
TXN007423,2026-01-17 13:01:00,USER0469,REC0419,435.68,Food,Pune,Android,QR,0,normal,0
TXN008012,2026-01-17 13:44:00,USER0706,REC0417,856.59,Bills,Delhi,Android,QR,0,normal,0
TXN006078,2026-01-17 14:06:00,USER0084,REC0049,936.61,Travel,Bengaluru,iOS,App,0,normal,0
TXN009179,2026-01-17 14:09:00,USER0999,REC0065,390.29,Groceries,Pune,iOS,App,0,normal,0
TXN007128,2026-01-17 14:24:00,USER0248,REC0189,1235.57,Travel,Mumbai,Android,App,0,normal,0
TXN007370,2026-01-17 14:27:00,USER0247,REC0163,101.43,Transfer,Chennai,iOS,QR,0,normal,0
TXN008113,2026-01-17 15:16:00,USER0523,REC0496,194.71,Groceries,Mumbai,Android,App,0,normal,0
TXN009661,2026-01-17 15:16:00,USER0272,REC0449,444.54,Food,Pune,iOS,App,0,normal,0
TXN005271,2026-01-17 15:21:00,USER0710,REC0287,1215.75,Bills,Mumbai,Android,App,0,normal,0
TXN004331,2026-01-17 15:50:00,USER0061,REC0244,424.19,Shopping,Delhi,Android,QR,0,normal,0
TXN001432,2026-01-17 15:59:00,USER0199,REC0148,585.88,Shopping,Bengaluru,Android,QR,0,normal,0
TXN001891,2026-01-17 16:06:00,USER0472,REC0144,436.25,Shopping,Pune,Android,QR,0,normal,0
TXN003290,2026-01-17 16:24:00,USER0629,REC0296,717.04,Shopping,Hyderabad,Android,App,0,normal,0
TXN008432,2026-01-17 16:43:00,USER0744,REC0161,437.03,Food,Pune,Android,App,0,normal,0
TXN002929,2026-01-17 16:53:00,USER0043,REC0341,1099.53,Food,Chennai,iOS,QR,0,normal,0
TXN007884,2026-01-17 17:01:00,USER0118,REC0172,458.71,Food,Delhi,Android,QR,0,normal,0
TXN002741,2026-01-17 17:10:00,USER0458,REC0110,777.67,Shopping,Delhi,iOS,QR,0,normal,0
TXN001798,2026-01-17 17:15:00,USER0530,REC0012,495.61,Bills,Chennai,Android,QR,0,normal,0
TXN004408,2026-01-17 17:42:00,USER0983,REC0454,196.0,Groceries,Bengaluru,Android,QR,0,normal,0
TXN006310,2026-01-17 18:03:00,USER0624,REC0455,1377.0,Transfer,Chennai,Android,App,0,normal,0
TXN009443,2026-01-17 18:27:00,USER0848,REC0435,319.38,Groceries,Hyderabad,Android,App,0,normal,0
TXN008188,2026-01-17 18:44:00,USER0223,REC0328,664.49,Groceries,Delhi,Android,App,0,normal,0
TXN004156,2026-01-17 18:48:00,USER0994,REC0496,1181.36,Travel,Chennai,iOS,App,0,normal,0
TXN009475,2026-01-17 18:48:00,USER0437,REC0404,2371.96,Food,Mumbai,Android,QR,0,normal,1
TXN005496,2026-01-17 19:11:00,USER0645,REC0172,1390.26,Transfer,Mumbai,iOS,App,0,normal,0
TXN006218,2026-01-17 19:15:00,USER0601,REC0401,87.37,Food,Pune,Android,App,0,normal,0
TXN001345,2026-01-17 19:15:00,USER0685,REC0440,690.71,Shopping,Hyderabad,Android,App,0,normal,0
TXN008854,2026-01-17 19:22:00,USER0139,REC0055,207.21,Food,Pune,Android,QR,0,normal,0
TXN008506,2026-01-17 19:23:00,USER0705,REC0355,540.04,Transfer,Chennai,Android,App,0,normal,0
TXN004019,2026-01-17 20:06:00,USER0574,REC0040,295.21,Bills,Hyderabad,Android,App,0,normal,0
TXN004983,2026-01-17 20:16:00,USER0446,REC0490,1078.18,Transfer,Pune,Android,QR,0,normal,0
TXN001960,2026-01-17 20:26:00,USER0666,REC0290,483.86,Transfer,Mumbai,Android,App,0,normal,0
TXN008605,2026-01-17 20:30:00,USER0107,REC0168,224.24,Travel,Hyderabad,iOS,QR,0,normal,0
TXN003359,2026-01-17 20:34:00,USER0101,REC0415,615.49,Groceries,Pune,Android,App,0,normal,0
TXN006671,2026-01-17 20:40:00,USER0285,REC0238,733.58,Groceries,Pune,Android,App,0,normal,0
TXN003529,2026-01-17 20:46:00,USER0660,REC0083,471.58,Groceries,Hyderabad,Android,QR,0,normal,0
TXN009083,2026-01-17 20:47:00,USER0873,REC0128,1063.99,Groceries,Pune,iOS,QR,0,normal,0
TXN009594,2026-01-17 21:04:00,USER0018,REC0242,446.24,Shopping,Mumbai,Android,Collect Request,0,normal,0
TXN001326,2026-01-17 21:12:00,USER0529,REC0497,238.56,Bills,Bengaluru,iOS,App,0,normal,0
TXN002674,2026-01-17 21:14:00,USER0428,REC0123,677.35,Travel,Pune,iOS,QR,0,normal,0
TXN006681,2026-01-17 21:23:00,USER0479,REC0431,1398.18,Food,Mumbai,Android,Collect Request,0,normal,0
TXN009016,2026-01-17 21:27:00,USER0187,REC0034,521.38,Bills,Pune,Android,Collect Request,0,normal,0
TXN009880,2026-01-17 21:46:00,USER0707,REC0106,161.04,Food,Bengaluru,iOS,App,0,normal,0
TXN006884,2026-01-17 21:46:00,USER0308,REC0053,444.02,Food,Hyderabad,Android,Collect Request,0,normal,0
TXN005905,2026-01-17 21:49:00,USER0284,REC0273,655.49,Groceries,Hyderabad,iOS,App,0,normal,0
TXN002944,2026-01-17 21:52:00,USER0608,REC0171,874.06,Groceries,Chennai,Android,QR,0,normal,0
TXN006449,2026-01-17 22:16:00,USER0204,REC0414,1469.89,Transfer,Hyderabad,iOS,App,0,normal,0
TXN004564,2026-01-17 22:18:00,USER0086,REC0476,174.74,Shopping,Delhi,Android,App,0,normal,0
TXN004491,2026-01-17 22:21:00,USER0702,REC0178,807.01,Bills,Hyderabad,iOS,App,0,normal,0
TXN000253,2026-01-17 22:33:00,USER0645,REC0146,599.07,Food,Bengaluru,Android,App,0,normal,0
TXN001534,2026-01-17 22:46:00,USER0359,REC0125,642.34,Food,Hyderabad,Android,QR,0,normal,0
TXN002738,2026-01-17 23:06:00,USER0554,REC0316,1028.93,Food,Bengaluru,Android,QR,0,normal,0
TXN003394,2026-01-17 23:13:00,USER0343,REC0367,241.59,Travel,Delhi,iOS,App,0,normal,0
TXN007937,2026-01-17 23:34:00,USER0722,REC0036,729.87,Food,Bengaluru,Android,App,0,normal,0
TXN003776,2026-01-17 23:37:00,USER0265,REC0054,524.06,Groceries,Chennai,iOS,App,0,normal,0
TXN006534,2026-01-17 23:45:00,USER0935,REC0317,1222.69,Food,Chennai,Android,QR,0,normal,0
TXN003256,2026-01-17 23:53:00,USER0584,REC0490,728.44,Food,Delhi,Android,QR,0,normal,0
TXN007484,2026-01-18 00:09:00,USER0661,REC0300,253.84,Shopping,Bengaluru,Android,App,0,normal,0
TXN003045,2026-01-18 00:21:00,USER0357,REC0489,288.83,Groceries,Hyderabad,Android,App,0,normal,0
TXN004905,2026-01-18 00:45:00,USER0268,REC0251,514.51,Groceries,Hyderabad,Android,App,0,normal,0
TXN008025,2026-01-18 00:51:00,USER0075,REC0298,149.59,Bills,Hyderabad,iOS,QR,0,normal,0
TXN002810,2026-01-18 01:01:00,USER0195,REC0308,554.46,Groceries,Mumbai,Android,QR,0,normal,0
TXN000072,2026-01-18 01:15:00,USER0199,REC0471,611.48,Food,Delhi,Android,App,0,normal,0
TXN002071,2026-01-18 01:18:00,USER0368,REC0129,936.05,Groceries,Mumbai,iOS,QR,0,normal,0
TXN004796,2026-01-18 01:18:00,USER0320,REC0188,418.25,Food,Delhi,iOS,App,0,normal,0
TXN009976,2026-01-18 01:38:00,USER0815,REC0173,433.97,Food,Mumbai,Android,App,0,normal,0
TXN004009,2026-01-18 01:43:00,USER0004,REC0243,780.7,Transfer,Hyderabad,iOS,Collect Request,0,normal,0
TXN007260,2026-01-18 01:53:00,USER0865,REC0229,1222.48,Transfer,Mumbai,Android,QR,0,normal,0
TXN001651,2026-01-18 01:53:00,USER0497,REC0100,249.68,Bills,Bengaluru,Android,QR,0,normal,0
TXN004448,2026-01-18 02:29:00,USER0136,REC0362,1201.04,Groceries,Delhi,Android,QR,0,normal,0
TXN009851,2026-01-18 02:30:00,USER0155,REC0003,458.57,Transfer,Bengaluru,Android,QR,0,normal,0
TXN008414,2026-01-18 02:31:00,USER0626,REC0379,480.75,Bills,Chennai,Android,App,0,normal,0
TXN004103,2026-01-18 02:33:00,USER0332,REC0296,344.41,Groceries,Chennai,iOS,App,0,normal,0
TXN005681,2026-01-18 02:45:00,USER0925,REC0469,321.66,Groceries,Delhi,Android,QR,0,normal,0
TXN006250,2026-01-18 03:18:00,USER0945,REC0467,144.53,Bills,Pune,Android,QR,0,normal,0
TXN004871,2026-01-18 03:28:00,USER0426,REC0037,829.05,Shopping,Delhi,Android,QR,0,normal,0
TXN004875,2026-01-18 03:34:00,USER0476,REC0397,728.66,Bills,Delhi,iOS,App,0,normal,0
TXN009152,2026-01-18 03:47:00,USER0556,REC0112,1339.93,Travel,Bengaluru,Android,QR,0,normal,0
TXN006570,2026-01-18 03:58:00,USER0106,REC0487,474.54,Food,Hyderabad,Android,QR,0,normal,0
TXN007886,2026-01-18 04:18:00,USER0069,REC0354,459.43,Shopping,Pune,Android,QR,0,normal,0
TXN001523,2026-01-18 05:19:00,USER0247,REC0484,646.92,Shopping,Hyderabad,Android,QR,0,normal,0
TXN003913,2026-01-18 05:29:00,USER0266,REC0283,802.87,Food,Pune,Android,QR,0,normal,0
TXN008437,2026-01-18 05:43:00,USER0016,REC0431,1696.58,Shopping,Hyderabad,Android,App,0,normal,0
TXN001178,2026-01-18 05:51:00,USER0490,REC0070,210.4,Transfer,Pune,Android,App,0,normal,0
TXN006687,2026-01-18 06:28:00,USER0924,REC0422,465.76,Travel,Hyderabad,Android,QR,0,normal,0
TXN003194,2026-01-18 06:32:00,USER0245,REC0191,296.22,Shopping,Chennai,iOS,App,0,normal,0
TXN009295,2026-01-18 07:12:00,USER0030,REC0172,497.87,Travel,Mumbai,Android,QR,0,normal,0
TXN003295,2026-01-18 07:13:00,USER0300,REC0200,240.49,Travel,Bengaluru,iOS,QR,0,normal,0
TXN000523,2026-01-18 07:22:00,USER0331,REC0056,248.49,Transfer,Delhi,iOS,QR,0,normal,0
TXN002392,2026-01-18 07:22:00,USER0416,REC0306,903.77,Shopping,Chennai,Android,App,0,normal,0
TXN007800,2026-01-18 07:23:00,USER0176,REC0280,628.58,Food,Pune,iOS,App,0,normal,0
TXN006633,2026-01-18 07:41:00,USER0360,REC0385,382.76,Groceries,Chennai,Android,App,0,normal,0
TXN004985,2026-01-18 07:47:00,USER0268,REC0313,1022.03,Shopping,Chennai,Android,App,0,normal,0
TXN005969,2026-01-18 07:54:00,USER0603,REC0498,1049.76,Bills,Delhi,Android,QR,0,normal,0
TXN001113,2026-01-18 07:55:00,USER0871,REC0103,332.92,Food,Chennai,Android,QR,0,normal,0
TXN002220,2026-01-18 07:59:00,USER0601,REC0181,1546.19,Food,Delhi,iOS,App,0,normal,0
TXN004248,2026-01-18 08:45:00,USER0869,REC0474,729.52,Shopping,Bengaluru,Android,QR,0,normal,0
TXN006252,2026-01-18 08:53:00,USER0357,REC0100,1362.86,Bills,Hyderabad,iOS,QR,0,normal,0
